HMS,StructuredFormula,Temperature,Pressure,crystal_system,StructuredFormula_normalized
C 1 2/m 1,Li0.33 Mn0.54 Ni0.13 Co0.13 O2,293.0,0.101325,monoclinic,Li0.33Mn0.54Ni0.13Co0.13O2
C 1 2/m 1,Li0.89 Mn0.54 Ni0.13 Co0.13 O2,293.0,0.101325,monoclinic,Li0.89Mn0.54Ni0.13Co0.13O2
C 1 2/m 1,Li0.77 Mn0.54 Ni0.13 Co0.13 O2,293.0,0.101325,monoclinic,Li0.77Mn0.54Ni0.13Co0.13O2
C 1 2/m 1,Li0.32 Mn0.54 Ni0.13 Co0.13 O2,293.0,0.101325,monoclinic,Li0.32Mn0.54Ni0.13Co0.13O2
C 1 2/m 1,Ba3 Mn2 (V2 O7)2 F2,298.0,0.101325,monoclinic,Ba3Mn2(V2O7)2F2
I 1 2/m 1,Ba1.1 La0.9 Mn Sb O6,300.0,0.101325,monoclinic,Ba1.1La0.9MnSbO6
I 1 2/m 1,Ba1.2 La0.8 Mn Sb O6,300.0,0.101325,monoclinic,Ba1.2La0.8MnSbO6
P 1 21/n 1,La Pr Ni Mn O6,293.0,0.101325,monoclinic,LaPrNiMnO6
P 1 21/n 1,La Nd Ni Mn O6,293.0,0.101325,monoclinic,LaNdNiMnO6
P 1 21/n 1,La Sm Ni Mn O6,293.0,0.101325,monoclinic,LaSmNiMnO6
P 1 21/m 1,Mn1.085 Cu0.915 Cl1.058 (O H)2.942,293.0,0.101325,monoclinic,Mn1.085Cu0.915Cl1.058(OH)2.942
P 1 21/n 1,La2.01 Co0.98 Mn0.49 Ru0.52 O6,293.0,0.101325,monoclinic,La2.01Co0.98Mn0.49Ru0.52O6
P 1 21/n 1,La1.99 Co1.01 Mn0.27 Ru0.73 O6,293.0,0.101325,monoclinic,La1.99Co1.01Mn0.27Ru0.73O6
P 1 m 1,Gd Ba Mn Fe O6,293.0,0.101325,monoclinic,GdBaMnFeO6
C 1 2/c 1,K Cu Mn3 (V O4)3,293.0,0.101325,monoclinic,KCuMn3(VO4)3
P 1 21/n 1,Mn (Al0.5 Y0.5) (B O3) O,293.0,0.101325,monoclinic,Mn(Al0.5Y0.5)(BO3)O
C 1 2/c 1,Ag2 Sr Mn (V O4)2,293.0,0.101325,monoclinic,Ag2SrMn(VO4)2
P 1 21/m 1,Ba4 Mn2 Ag2 O (As O4)4,293.0,0.101325,monoclinic,Ba4Mn2Ag2O(AsO4)4
P 1 21/a 1,Rb2 (Mn (H2 O)6) (Se O4)2,293.0,0.101325,monoclinic,Rb2(Mn(H2O)6)(SeO4)2
P 1 21/a 1,Cs2 (Mn (H2 O)6) (Se O4)2,293.0,0.101325,monoclinic,Cs2(Mn(H2O)6)(SeO4)2
C 1 2/c 1,Ag Mn3 (As O4) (H As O4)2,293.0,0.101325,monoclinic,AgMn3(AsO4)(HAsO4)2
I 1 2 1,K2 (Mn (I O3)4 (H2 O)2),293.0,0.101325,monoclinic,K2(Mn(IO3)4(H2O)2)
C 1 2/c 1,Ca0.74 Mn2.59 Na0.88 (As O4)3,298.0,0.101325,monoclinic,Ca0.74Mn2.59Na0.88(AsO4)3
P 1 21/c 1,K0.65 Na0.50 Mn3.43 (As O4)3,298.0,0.101325,monoclinic,K0.65Na0.50Mn3.43(AsO4)3
P 1 21/n 1,Na2 Gd Mn O (As O4)2,293.0,0.101325,monoclinic,Na2GdMnO(AsO4)2
P 1 21/m 1,Mn4 (Te O3) (Si O4) Br2,293.0,0.101325,monoclinic,Mn4(TeO3)(SiO4)Br2
P 1 21/m 1,Mn4 (Te O3) (Si O4) Cl2,293.0,0.101325,monoclinic,Mn4(TeO3)(SiO4)Cl2
P 1 21/c 1,Sr Na2 Mn (V O4)2,293.0,0.101325,monoclinic,SrNa2Mn(VO4)2
P 1 21 1,Sr2 Mn (V O4)2 (O H),298.0,0.101325,monoclinic,Sr2Mn(VO4)2(OH)
P 1 21/a 1,Tl2 (Mn (H2 O)6) (Se O4)2,295.0,0.101325,monoclinic,Tl2(Mn(H2O)6)(SeO4)2
P 1 21/n 1,La2 Ni0.8 Co0.2 Mn O6,293.0,0.101325,monoclinic,La2Ni0.8Co0.2MnO6
P 1 21/n 1,La2 Ni0.6 Co0.4 Mn O6,293.0,0.101325,monoclinic,La2Ni0.6Co0.4MnO6
P 1 21/n 1,La2 Ni0.2 Co0.8 Mn O6,293.0,0.101325,monoclinic,La2Ni0.2Co0.8MnO6
P 1 21/n 1,Na12 (Mn Nb12 O38) (H2 O)50,293.0,0.101325,monoclinic,Na12(MnNb12O38)(H2O)50
P 1 21/n 1,La1.5 Ca0.5 Co Mn O6,293.0,0.101325,monoclinic,La1.5Ca0.5CoMnO6
P 1 21/n 1,Mn1.97 V1.17 As0.83 O7 (H2 O)2,293.0,0.101325,monoclinic,Mn1.97V1.17As0.83O7(H2O)2
P 1 21/n 1,Mn1.93 V1.23 As0.86 O7 (H2 O)2,293.0,0.101325,monoclinic,Mn1.93V1.23As0.86O7(H2O)2
B 1 1 2/b,Mn2 (Zr F8) (H2 O)6,293.0,0.101325,monoclinic,Mn2(ZrF8)(H2O)6
C 1 2/m 1,(Li0.32 Al0.68) Mn O2 (O H)2,293.0,0.101325,monoclinic,(Li0.32Al0.68)MnO2(OH)2
B 1 21/m 1,Pb2 Mn (V O4)2 (H2 O),293.0,0.101325,monoclinic,Pb2Mn(VO4)2(H2O)
P 1 21/c 1,Zn2 Mn (Si O4) (O H)2,293.0,0.101325,monoclinic,Zn2Mn(SiO4)(OH)2
A 1 2 1,Ca2 Mn2 (Si4 O11 (O H)2) (O H)2 (H2 O)2,293.0,0.101325,monoclinic,Ca2Mn2(Si4O11(OH)2)(OH)2(H2O)2
P 1 21/m 1,Mn Al6 Si4 O17 (O H)2,293.0,0.101325,monoclinic,MnAl6Si4O17(OH)2
C 1 2/m 1,Mn3 Zn2 (O H)6 ((As0.5 H0.5) (O0.667 (O H)0.333)3)2,293.0,0.101325,monoclinic,Mn3Zn2(OH)6((As0.5H0.5)(O0.667(OH)0.333)3)2
P 1 21/c 1,Mn Ca2 (As O4)2 (H2 O)2,293.0,0.101325,monoclinic,MnCa2(AsO4)2(H2O)2
B 1 1 2,Mn (Zr F6) (H2 O)5,293.0,0.101325,monoclinic,Mn(ZrF6)(H2O)5
C 1 2/m 1,Mg Mn2 Br6 (H2 O)12,293.0,0.101325,monoclinic,MgMn2Br6(H2O)12
C 1 2/m 1,Mn5 (O H)4 ((V0.89 As0.11) O4)2,293.0,0.101325,monoclinic,Mn5(OH)4((V0.89As0.11)O4)2
P 1 21/c 1,Ca2 La (Nb0.998 Mn0.002) O6,293.0,0.101325,monoclinic,Ca2La(Nb0.998Mn0.002)O6
P 1 21/m 1,Ba Mn F5 (H2 O),293.0,0.101325,monoclinic,BaMnF5(H2O)
P 1 21/m 1,Sr Mn F5 (H2 O),293.0,0.101325,monoclinic,SrMnF5(H2O)
I 1 2/m 1,La1.67 Mg (Ta0.996 Mn0.004) O6,293.0,0.101325,monoclinic,La1.67Mg(Ta0.996Mn0.004)O6
C 1 2/m 1,Na Mn2 (Mo O4)2 (O H) (H2 O),293.0,0.101325,monoclinic,NaMn2(MoO4)2(OH)(H2O)
P 1 21/c 1,Mn (Sb F4)2 (H2 O)2,293.0,0.101325,monoclinic,Mn(SbF4)2(H2O)2
I 1 2/a 1,K2.16 Mn16 (Si26.9 O67.8) (O H)8,293.0,0.101325,monoclinic,K2.16Mn16(Si26.9O67.8)(OH)8
C 1 2/c 1,Na (Mn F4 (H2 O)2) (H2 O),293.0,0.101325,monoclinic,Na(MnF4(H2O)2)(H2O)
C 1 2/c 1,Tl (Mn F4) (H2 O),293.0,0.101325,monoclinic,Tl(MnF4)(H2O)
C 1 2/m 1,Mn (Mg Mn) Zn2 (O H)10 (H2 O)2,293.0,0.101325,monoclinic,Mn(MgMn)Zn2(OH)10(H2O)2
P 1 21/n 1,Mn2 (V (V0.62 As0.38) O7) (H2 O)2,293.0,0.101325,monoclinic,Mn2(V(V0.62As0.38)O7)(H2O)2
P 1 21/n 1,Sr La Mn Ta O6,293.0,0.101325,monoclinic,SrLaMnTaO6
C 1 2/m 1,K Mn2 (Cr O4)2 (O H) (H2 O),293.0,0.101325,monoclinic,KMn2(CrO4)2(OH)(H2O)
I 1 2/a 1,K3.68 Mn15.904 Si25.472 O64 (O H)9.376 (H2 O)7.024,292.0,0.101325,monoclinic,K3.68Mn15.904Si25.472O64(OH)9.376(H2O)7.024
P 1 21/n 1,Sr La Mn Mo O6,298.0,0.101325,monoclinic,SrLaMnMoO6
C 1 2/m 1,Li2 Mn (V O3)4 (H2 O)2,293.0,0.101325,monoclinic,Li2Mn(VO3)4(H2O)2
P 1 21/c 1,Mn3.92 (Al8 Si8 O32) (H2 O)16,293.0,0.101325,monoclinic,Mn3.92(Al8Si8O32)(H2O)16
P 1 21/n 1,Ca Mn2 (Be Si O4)3,293.0,0.101325,monoclinic,CaMn2(BeSiO4)3
P 1 n 1,Pb3 Mn (As O3)2 (As O2 (O H)),293.0,0.101325,monoclinic,Pb3Mn(AsO3)2(AsO2(OH))
C 1 2/m 1,Mn8 Si6 O24 Cl H9,293.0,0.101325,monoclinic,Mn8Si6O24ClH9
P 1 21/n 1,Li2 Co0.9375 Mn0.0625 Si O4,293.0,0.101325,monoclinic,Li2Co0.9375Mn0.0625SiO4
P 1 21/n 1,Nd0.75 Sr0.25 Mn0.5 Fe0.5 O3,293.0,0.101325,monoclinic,Nd0.75Sr0.25Mn0.5Fe0.5O3
P 1 21/n 1,Nd0.75 Ca0.25 Mn0.5 Fe0.5 O3,293.0,0.101325,monoclinic,Nd0.75Ca0.25Mn0.5Fe0.5O3
P 1 21/m 1,Bi0.37 Ca0.63 Mn0.964 Cr0.036 O2.99,300.0,0.101325,monoclinic,Bi0.37Ca0.63Mn0.964Cr0.036O2.99
C 1 2/m 1,Na Ni0.5 Mn0.5 Ce0.01 O2,293.0,0.101325,monoclinic,NaNi0.5Mn0.5Ce0.01O2
C 1 2/m 1,Na0.97 Ni0.47 Mn0.5 Ce0.06 O2,293.0,0.101325,monoclinic,Na0.97Ni0.47Mn0.5Ce0.06O2
C 1 2/m 1,Na0.85 Ni0.35 Mn0.5 Ce0.3 O2,293.0,0.101325,monoclinic,Na0.85Ni0.35Mn0.5Ce0.3O2
C 1 2/m 1,K0.12 (Mn0.77 Ni0.23) O2 (H2 O)1.52,293.0,0.101325,monoclinic,K0.12(Mn0.77Ni0.23)O2(H2O)1.52
C 1 2/m 1,K0.14 (Mn0.78 Ni0.22) O1.8 (H2 O)0.87,293.0,0.101325,monoclinic,K0.14(Mn0.78Ni0.22)O1.8(H2O)0.87
C 1 2/m 1,K0.18 Ni0.3 Mn O2 (H2 O)1.14,293.0,0.101325,monoclinic,K0.18Ni0.3MnO2(H2O)1.14
C 1 2/m 1,K0.14 (Mn0.77 Ni0.23) O1.88 (H2 O)0.87,293.0,0.101325,monoclinic,K0.14(Mn0.77Ni0.23)O1.88(H2O)0.87
P 1 21/n 1,Th Zn0.993 Mn0.007 (B5 O10),293.0,0.101325,monoclinic,ThZn0.993Mn0.007(B5O10)
P 1 21/n 1,Nd2 (Co0.9 Cr0.1) Mn O6,293.0,0.101325,monoclinic,Nd2(Co0.9Cr0.1)MnO6
P 1 21/n 1,Nd2 (Co0.8 Cr0.2) Mn O6,293.0,0.101325,monoclinic,Nd2(Co0.8Cr0.2)MnO6
P 1 21/n 1,Nd2 (Co0.7 Cr0.3) Mn O6,293.0,0.101325,monoclinic,Nd2(Co0.7Cr0.3)MnO6
C 1 2/c 1,Na0.46 Mn0.89 Ni0.11 O2 (H2 O)0.44,293.0,0.101325,monoclinic,Na0.46Mn0.89Ni0.11O2(H2O)0.44
P 1 21/n 1,(La1.4 Ca0.6) (Co Mn O6),298.0,0.101325,monoclinic,(La1.4Ca0.6)(CoMnO6)
P 1 21/n 1,Sr1.5 La0.5 Mn Sb O6,293.0,0.101325,monoclinic,Sr1.5La0.5MnSbO6
P 1 21/n 1,Sr1.33 La0.67 Mn Sb O6,293.0,0.101325,monoclinic,Sr1.33La0.67MnSbO6
P 1 21/n 1,Sr1.5 La0.5 Mn1.25 Sb0.75 O6,293.0,0.101325,monoclinic,Sr1.5La0.5Mn1.25Sb0.75O6
P 1 21/n 1,Sr1.5 La0.5 Mn1.5 Sb0.5 O6,293.0,0.101325,monoclinic,Sr1.5La0.5Mn1.5Sb0.5O6
P 1 21/n 1,(La0.7 Ca0.3) ((Co0.5 Mn0.5) O3),298.0,0.101325,monoclinic,(La0.7Ca0.3)((Co0.5Mn0.5)O3)
C 1 2/c 1,(Mn0.68 Ca0.32) Mn1.9 (Ca1.7 Mn0.3) (H2 O)4 (As O3 (O H))2.2 (As O4)1.8,298.0,0.101325,monoclinic,(Mn0.68Ca0.32)Mn1.9(Ca1.7Mn0.3)(H2O)4(AsO3(OH))2.2(AsO4)1.8
C 1 2/m 1,H0.145 Mn0.82 (Mn0.16 (H2 O)0.4) (Ni0.06 (H2 O)0.18) (Na0.06 (H2 O)0.26) O2,293.0,0.101325,monoclinic,H0.145Mn0.82(Mn0.16(H2O)0.4)(Ni0.06(H2O)0.18)(Na0.06(H2O)0.26)O2
C 1 2/m 1,H0.066 Mn0.82 (Mn0.16 (H2 O)0.48) (Ni0.09 (H2 O)0.27) (Na0.06 (H2 O)0.18) O2,293.0,0.101325,monoclinic,H0.066Mn0.82(Mn0.16(H2O)0.48)(Ni0.09(H2O)0.27)(Na0.06(H2O)0.18)O2
C 1 2/m 1,H0.10 Mn0.815 (Mn0.125 (H2 O)0.375) (Ni0.05 (H2 O)0.15) (Na0.18 (H2 O)0.54) O2,293.0,0.101325,monoclinic,H0.10Mn0.815(Mn0.125(H2O)0.375)(Ni0.05(H2O)0.15)(Na0.18(H2O)0.54)O2
C 1 2/m 1,H0.055 Mn0.84 (Mn0.07 (H2 O)0.21) (Ni0.15 (H2 O)0.45) (Na0.06 (H2 O)0.18) O2,293.0,0.101325,monoclinic,H0.055Mn0.84(Mn0.07(H2O)0.21)(Ni0.15(H2O)0.45)(Na0.06(H2O)0.18)O2
P 1 21/n 1,Ca La Mn Mo O6,293.0,0.101325,monoclinic,CaLaMnMoO6
C 1 2/m 1,Na0.9 (Ni0.33 Mn0.33 Co0.33) O2,293.0,0.101325,monoclinic,Na0.9(Ni0.33Mn0.33Co0.33)O2
C 1 2/m 1,Na0.65 (Ni0.33 Mn0.33 Co0.33) O2,293.0,0.101325,monoclinic,Na0.65(Ni0.33Mn0.33Co0.33)O2
C 1 2/c 1,Cs (Mn F4 (H2 O)2),293.0,0.101325,monoclinic,Cs(MnF4(H2O)2)
B 1 1 2/m,Mn (Zr F6) (H2 O)5,293.0,0.101325,monoclinic,Mn(ZrF6)(H2O)5
C 1 2/c 1,Rb Mn F4 (H2 O),293.0,0.101325,monoclinic,RbMnF4(H2O)
C 1 2/m 1,Ca2 Mn2 (O H)4 (Si4 O11) (H2 O)2,293.0,0.101325,monoclinic,Ca2Mn2(OH)4(Si4O11)(H2O)2
P 1 21/c 1,Na2 (Mn4 (H2 O)14 (H2 W12 O42)) (H2 O)16,298.0,0.101325,monoclinic,Na2(Mn4(H2O)14(H2W12O42))(H2O)16
P 1 21/c 1,Cs Mn3 (As O4) (H As O4)2 (H2 O)3,293.0,0.101325,monoclinic,CsMn3(AsO4)(HAsO4)2(H2O)3
C 1 2/c 1,K Mn3 (As O4) (H As O4)2,293.0,0.101325,monoclinic,KMn3(AsO4)(HAsO4)2
C 1 2/c 1,Na Mn3 (As O4) (H As O4)2,293.0,0.101325,monoclinic,NaMn3(AsO4)(HAsO4)2
C 1 2/m 1,Sr Mn2 (V O4)2 (H2 O)2,293.0,0.101325,monoclinic,SrMn2(VO4)2(H2O)2
C 1 2 1,Li (Mn0.7 Co0.3) B O3,293.0,0.101325,monoclinic,Li(Mn0.7Co0.3)BO3
P 1 2 1,In0.08 Na0.06 Mn0.86 W O4,293.0,0.101325,monoclinic,In0.08Na0.06Mn0.86WO4
P 1 2 1,In0.15 Na0.12 Mn0.73 W O4,293.0,0.101325,monoclinic,In0.15Na0.12Mn0.73WO4
P 1 2 1,In0.1 Na0.09 Mn0.63 W O4,293.0,0.101325,monoclinic,In0.1Na0.09Mn0.63WO4
P 1 2/n 1,(Ca0.80 Mn0.20) Mn5 (V2 O7)3 (H2 O)12,293.0,0.101325,monoclinic,(Ca0.80Mn0.20)Mn5(V2O7)3(H2O)12
P 1 21/n 1,Ce (Zn0.7 Mn0.3) (B5 O10),293.0,0.101325,monoclinic,Ce(Zn0.7Mn0.3)(B5O10)
P 1 21/n 1,Ca2 Mn0.001 Y0.999 Sb O6,293.0,0.101325,monoclinic,Ca2Mn0.001Y0.999SbO6
I 1 2/a 1,(Bi0.3 La0.7) (Fe0.5 Mn0.5) O3,300.0,0.101325,monoclinic,(Bi0.3La0.7)(Fe0.5Mn0.5)O3
I 1 2/m 1,K Mn2 (H3 O2) (Mo O4)2,300.0,0.101325,monoclinic,KMn2(H3O2)(MoO4)2
P 1 21/c 1,Na8 (Mn W6 O24) (H2 O)18,293.0,0.101325,monoclinic,Na8(MnW6O24)(H2O)18
C 1 2/m 1,Ca (Mn Br4) (H2 O)8,293.0,0.101325,monoclinic,Ca(MnBr4)(H2O)8
P 1 21/n 1,Na12 (Mn (Nb6 O19)2) (H2 O)52,293.0,0.101325,monoclinic,Na12(Mn(Nb6O19)2)(H2O)52
P 1 21/c 1,((Na (H2 O)5)2 (Mn (H2 O)3)2 (Mn (H2 O)4)2 H2 W12 O42) (H2 O)6,293.0,0.101325,monoclinic,((Na(H2O)5)2(Mn(H2O)3)2(Mn(H2O)4)2H2W12O42)(H2O)6
P 1 21/c 1,(Mn (H2 O)6) (Bi I4)2 (H2 O)2,293.0,0.101325,monoclinic,(Mn(H2O)6)(BiI4)2(H2O)2
P 1 21/n 1,(Na2 (H2 O)10) (Na (H2 O)3)2 (Mn W6 O18 (O H)6) (H2 O)6,293.0,0.101325,monoclinic,(Na2(H2O)10)(Na(H2O)3)2(MnW6O18(OH)6)(H2O)6
P 1 21/c 1,Mn Bi2 I8 (H2 O)8,295.0,0.101325,monoclinic,MnBi2I8(H2O)8
P 63/m m c,Ba2 Fe (Mn0.5 W0.5) O6,295.0,0.101325,hexagonal,Ba2Fe(Mn0.5W0.5)O6
P 63/m m c,Na0.71 Li0.12 Mn0.8 Fe0.2 O2,293.0,0.101325,hexagonal,Na0.71Li0.12Mn0.8Fe0.2O2
P 63/m,Sr5 (Mn O4)3 F0.90 (O H)0.10,300.0,0.101325,hexagonal,Sr5(MnO4)3F0.90(OH)0.10
P 63/m,Sr5 (Mn0.942 Si0.058 O4)3 F0.83,300.0,0.101325,hexagonal,Sr5(Mn0.942Si0.058O4)3F0.83
P 63/m,Sr5 (Mn0.947 Si0.053 O4)3 (O H)0.84,300.0,0.101325,hexagonal,Sr5(Mn0.947Si0.053O4)3(OH)0.84
P 63/m m c,Na0.7 Mn0.66 Ni0.17 Co0.17 O2,293.0,0.101325,hexagonal,Na0.7Mn0.66Ni0.17Co0.17O2
P 63/m m c,Na0.67 Mn0.5 Co0.4 Fe0.1 O2,293.0,0.101325,hexagonal,Na0.67Mn0.5Co0.4Fe0.1O2
P 63/m m c,Na0.67 Mn0.5 Co0.3 Fe0.2 O2,293.0,0.101325,hexagonal,Na0.67Mn0.5Co0.3Fe0.2O2
P -6,Pb9 Ca5.44 Mn0.56 (Si O4)3 (Si2 O7)3,293.0,0.101325,hexagonal,Pb9Ca5.44Mn0.56(SiO4)3(Si2O7)3
P -6,Pb9 Ca5 Mn (Si2 O7)3 (Si O4)3,293.0,0.101325,hexagonal,Pb9Ca5Mn(Si2O7)3(SiO4)3
P 63/m m c,(Na0.62 K0.05) Fe0.5 Mn0.5 O2,293.0,0.101325,hexagonal,(Na0.62K0.05)Fe0.5Mn0.5O2
P 63/m m c,(Na0.59 K0.08) Fe0.5 Mn0.5 O2,293.0,0.101325,hexagonal,(Na0.59K0.08)Fe0.5Mn0.5O2
P 63/m m c,(Na0.57 K0.1) Fe0.5 Mn0.5 O2,293.0,0.101325,hexagonal,(Na0.57K0.1)Fe0.5Mn0.5O2
P 63/m m c,Ba6 Ru2 Na2 Mn2 O17,293.0,0.101325,hexagonal,Ba6Ru2Na2Mn2O17
P 63/m m c,Ba6 Ru2 Na2 Mn2 O17,300.0,0.101325,hexagonal,Ba6Ru2Na2Mn2O17
P 63/m m c,Na0.667 Mn0.8 Zn0.1 Cu0.1 O2,293.0,0.101325,hexagonal,Na0.667Mn0.8Zn0.1Cu0.1O2
P 63/m m c,Na0.667 Mn0.8 Zn0.1 Al0.1 O2,293.0,0.101325,hexagonal,Na0.667Mn0.8Zn0.1Al0.1O2
P 63/m m c,Na0.667 Mn0.8 Zn0.1 Ti0.1 O2,293.0,0.101325,hexagonal,Na0.667Mn0.8Zn0.1Ti0.1O2
P 63/m m c,Na0.667 Mn0.8 Fe0.1 Cu0.1 O2,293.0,0.101325,hexagonal,Na0.667Mn0.8Fe0.1Cu0.1O2
P 63/m m c,Na0.667 Mn0.8 Fe0.1 Al0.1 O2,293.0,0.101325,hexagonal,Na0.667Mn0.8Fe0.1Al0.1O2
P 63/m,(Sr3.82 La0.18) Mn3 O3 (Ge O4)3,293.0,0.101325,hexagonal,(Sr3.82La0.18)Mn3O3(GeO4)3
P 63/m,(Sr3.82 Pr0.18) Mn3 O3 (Ge O4)3,293.0,0.101325,hexagonal,(Sr3.82Pr0.18)Mn3O3(GeO4)3
P 63/m,(Sr3.82 Nd0.18) Mn3 O3 (Ge O4)3,293.0,0.101325,hexagonal,(Sr3.82Nd0.18)Mn3O3(GeO4)3
P 63/m,(Sr3.79 Sm0.21) Mn3 O3 (Ge O4)3,293.0,0.101325,hexagonal,(Sr3.79Sm0.21)Mn3O3(GeO4)3
P 63/m,(Sr3.85 Eu0.15) Mn3 O3 (Ge O4)3,293.0,0.101325,hexagonal,(Sr3.85Eu0.15)Mn3O3(GeO4)3
P 63/m,(Sr3.85 Gd0.15) Mn3 O3 (Ge O4)3,293.0,0.101325,hexagonal,(Sr3.85Gd0.15)Mn3O3(GeO4)3
P 63/m,(Sr3.88 Dy0.12)  Mn3 O3 (Ge O4)3,293.0,0.101325,hexagonal,(Sr3.88Dy0.12)Mn3O3(GeO4)3
P 63/m,(Sr3.71 Gd0.29) Mn3 O3 (Ge O4)3,293.0,0.101325,hexagonal,(Sr3.71Gd0.29)Mn3O3(GeO4)3
P 63 c m,Y Mn0.5 Fe0.48 Pd0.02 O3,293.0,0.101325,hexagonal,YMn0.5Fe0.48Pd0.02O3
P 63 c m,Y Mn0.5 Fe0.45 Pd0.05 O3,293.0,0.101325,hexagonal,YMn0.5Fe0.45Pd0.05O3
P 63 c m,Y Mn0.5 Fe0.43 Pd0.07 O3,293.0,0.101325,hexagonal,YMn0.5Fe0.43Pd0.07O3
P 63/m m c,Na0.66 Li0.22 Ti0.15 Mn0.63 O2,293.0,0.101325,hexagonal,Na0.66Li0.22Ti0.15Mn0.63O2
P 63/m m c,(Ba0.8 Sr0.2) (Mn0.4 Fe0.6) O2.69,293.0,0.101325,hexagonal,(Ba0.8Sr0.2)(Mn0.4Fe0.6)O2.69
P 63/m m c,Li0.06 Mg0.065 Mn0.37 Na0.325 O,293.0,0.101325,hexagonal,Li0.06Mg0.065Mn0.37Na0.325O
P 63/m m c,Na0.667 Cu0.167 Ni0.167 Mn0.667 O2,293.0,0.101325,hexagonal,Na0.667Cu0.167Ni0.167Mn0.667O2
P 63/m m c,Na0.7 Cu0.2 Fe0.1 Mn0.7 O2,293.0,0.101325,hexagonal,Na0.7Cu0.2Fe0.1Mn0.7O2
P 63/m m c,Ba3 Mn Ti Sb O9,293.0,0.101325,hexagonal,Ba3MnTiSbO9
P 63/m,Sr Mn2 Co6 (Te O6)3,293.0,0.101325,hexagonal,SrMn2Co6(TeO6)3
P 63/m,Pb Mn2 Co6 (Te O6)3,293.0,0.101325,hexagonal,PbMn2Co6(TeO6)3
P 63/m m c,(Sr0.4 Ba0.6) (Mn0.94 Ti0.06) O2.91,293.0,0.101325,hexagonal,(Sr0.4Ba0.6)(Mn0.94Ti0.06)O2.91
P 63/m m c,(Sr0.4 Ba0.6) (Mn0.94 Ti0.06) O2.42,293.0,0.101325,hexagonal,(Sr0.4Ba0.6)(Mn0.94Ti0.06)O2.42
P 63/m m c,Na0.67 (Mn0.6 Ni0.2 Li0.2) O2,298.0,0.101325,hexagonal,Na0.67(Mn0.6Ni0.2Li0.2)O2
P 63,Na0.533 (Li0.14 Ni0.14 Mn0.72) O2,293.0,0.101325,hexagonal,Na0.533(Li0.14Ni0.14Mn0.72)O2
P 63/m,Y Ca3 (Mn O)3 (B O3)4,293.0,0.101325,hexagonal,YCa3(MnO)3(BO3)4
P 63/m m c,(Ba3 Sr3) Mn2 (Mn2 Cr2 O17),298.0,0.101325,hexagonal,(Ba3Sr3)Mn2(Mn2Cr2O17)
P 63/m m c,Ba2 (Fe Mn0.5 W0.5) O5.99,293.0,0.101325,hexagonal,Ba2(FeMn0.5W0.5)O5.99
P -6 m 2,Ba8 Co2 Mn6 Cl O22,293.0,0.101325,hexagonal,Ba8Co2Mn6ClO22
P 63/m m c,(Sr0.78 Ba0.2 La0.02) Mn O3,293.0,0.101325,hexagonal,(Sr0.78Ba0.2La0.02)MnO3
P 63/m m c,(Sr0.68 Ba0.3 La0.02) Mn O3,293.0,0.101325,hexagonal,(Sr0.68Ba0.3La0.02)MnO3
P 63/m m c,(Sr0.66 Ba0.3 La0.04) Mn O3,293.0,0.101325,hexagonal,(Sr0.66Ba0.3La0.04)MnO3
P 63/m m c,(Sr0.58 Ba0.4 La0.02) Mn O3,293.0,0.101325,hexagonal,(Sr0.58Ba0.4La0.02)MnO3
P 63/m m c,Na0.667 Mn0.583 Fe0.333 Ti0.083 O2,293.0,0.101325,hexagonal,Na0.667Mn0.583Fe0.333Ti0.083O2
P 63/m,Y1.632 Ca2.368 Mn3 O3 (B O3)4,296.0,0.101325,hexagonal,Y1.632Ca2.368Mn3O3(BO3)4
P 63/m,Gd1.199 Ca2.801 Mn3 O3 (B O3)4,296.0,0.101325,hexagonal,Gd1.199Ca2.801Mn3O3(BO3)4
P 63/m m c,(K0.35 Rb0.65) Mn3 O2 (Ge2 O7),293.0,0.101325,hexagonal,(K0.35Rb0.65)Mn3O2(Ge2O7)
P 63/m m c,La0.96 Mn In0.5 Ga10.5 O19,293.0,0.101325,hexagonal,La0.96MnIn0.5Ga10.5O19
P 63 m c,Cs Mn3 F6 (Se O3)2,293.0,0.101325,hexagonal,CsMn3F6(SeO3)2
P 63/m m c,Na0.67 (Fe0.3333 Mg0.0417 Mn0.625) O2,293.0,0.101325,hexagonal,Na0.67(Fe0.3333Mg0.0417Mn0.625)O2
P 63/m m c,Na0.67 (Fe0.3333 Mg0.0833 Mn0.5833) O2,293.0,0.101325,hexagonal,Na0.67(Fe0.3333Mg0.0833Mn0.5833)O2
P 63/m m c,Na0.67 (Fe0.3333 Mg0.1667 Mn0.5) O2,293.0,0.101325,hexagonal,Na0.67(Fe0.3333Mg0.1667Mn0.5)O2
P 63/m,Pb Mn2 Ni6 Te3 O18,293.0,0.101325,hexagonal,PbMn2Ni6Te3O18
P 63/m,Na3 La Mn3 O3 (As O4)3,293.0,0.101325,hexagonal,Na3LaMn3O3(AsO4)3
P 63/m,Na3 Sm Mn3 O3 (As O4)3,293.0,0.101325,hexagonal,Na3SmMn3O3(AsO4)3
P 63/m,Na3 Gd Mn3 O3 (As O4)3,293.0,0.101325,hexagonal,Na3GdMn3O3(AsO4)3
